DRE;CODESC;TIPOESC;NOMES;NOMESCOFI;CEU;DIRETORIA;SUBPREF;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CD_CIE;EH;FX_ETARIA;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_CONV;DT_AUTORIZA;DT_EXTINCAO;NOME_ANT;REDE;LATITUDE;LONGITUDE;DATABASE
BT;307207;ESC.PART.;A HEBRAICA;A HEBRAICA;;BUTANTA;PINHEIROS;HUNGRIA;1000;JARDIM EUROPA;1455000;;;;Ativa;62;PINHEIROS;6204;35814131;814131;;;06/02/2010;3;01/02/2010;;06/02/2010;;;PAR;-23578930;-46694078;31/12/2010
BT;307412;ESC.PART.;ABCD SOFIA;ABCD SOFIA;;BUTANTA;BUTANTA;OTÁVIO PEDREIRO ROSA;212;JARDIM ESTER;5372000;;;;Ativa;67;RIO PEQUENO;6703;35446245;446245;;;12/11/2010;62;10/11/2010;;12/11/2010;;;PAR;-23583388;-46760545;31/12/2010
BT;307131;ESC.PART.;ACONCHEGO, ESCOLA;ACONCHEGO, ESCOLA;;BUTANTA;BUTANTA;QUITANDUBA;50;CAXINGUI;5516030;;;;Ativa;12;BUTANTA;1203;35434700;434700;;ZERO A 6 A;26/08/2009;85;21/08/2009;;;;;PAR;-23583061;-46715523;31/12/2010
BT;306549;ESC.PART.;ADOLPHE FERRIERE;ADOLPHE FERRIERE;;BUTANTA;BUTANTA;RUA   FRANCISCO PRETO;457;VILA MORSE;5623010;;;;Ativa;12;BUTANTA;1204;35800624;800624;;4M  A  6A;;;;;21/10/2003;;;PAR;-23603215;-46726799;31/12/2010
BT;92754;EMEF;ALCIDES GONCALVES ETCHEGOYEN, GEN.;ALCIDES GONCALVES ETCHEGOYEN, GEN.;;BUTANTA;BUTANTA;RUA ADHERBAL STRESSER;686;JARDIM ARPOADOR;5566000;37821862;37821862;37829744;Ativa;65;RAPOSO TAVARES;6505;35053173;53173;161079110000000;;20/02/1971;9.332;16/02/1971;;10/04/1981;;ARPOADOR;DIR;-23594177;-46791273;31/12/2010
BT;304671;ESC.PART.;ALDEIA EXTERNATO;ALDEIA EXTERNATO;;BUTANTA;PINHEIROS;RUA   MORAS;229;VILA MADALENA;5434020;;;;Ativa;62;PINHEIROS;6201;35104784;104784;;;;;;;18/10/1995;;;PAR;-23559235;-46692712;31/12/2010
BT;304697;ESC.PART.;ALFA ESCOLA;ALFA ESCOLA;;BUTANTA;PINHEIROS;RUA  DOS MACUNIS;333;VILA MADALENA;5444000;;;;Ativa;62;PINHEIROS;6201;35104668;104668;;;;;;;18/10/1995;;;PAR;0;0;31/12/2010
BT;92746;EMEF;ALIPIO ANDRADA SERPA, TTE.;ALIPIO ANDRADA SERPA, TTE.;;BUTANTA;BUTANTA;RUA NICOLAU COPERNICO;165;JARDIM BATAGLIA;5546000;37824068;;37829746;Ativa;65;RAPOSO TAVARES;6503;35053284;53284;161079113000000;;15/01/1971;9.252;14/01/1971;;10/04/1981;;;DIR;-23587821;-46772588;31/12/2010
BT;191;EMEF;ALIPIO CORREA NETO, PROF.;ALIPIO CORREA NETO, PROF.;;BUTANTA;BUTANTA;AVENIDA JOAO CAIAFFA;140;JARDIM TABOAO;5742100;58450121;;58450121;Ativa;94;VILA SONIA;9404;35098462;98462;161079154000000;;27/05/1988;26.003;27/05/1988;;16/03/1991;;;DIR;-23611860;-46749579;31/12/2010
BT;400003;CEI DIRET;ALOYSIO DE MENEZES GREENHALGH, VER.;ALOYSIO DE MENEZES GREENHALGH, VER.;;BUTANTA;BUTANTA;RUA DOUTOR  FRANCISCO PATI;375;CIDADE SAO FRANCISCO;5352090;37685894;;;Ativa;67;RIO PEQUENO;6701;35238545;238545;161079135000000;ZERO A 3A E 11M;16/10/1987;24.765;16/10/1987;;22/05/2007;;VILA SAO FRANCISCO;DIR;-23556946;-46759402;31/12/2010
BT;305065;ESC.PART.;ALTO DE PINHEIROS E.E.I.;ALTO DE PINHEIROS E.E.I.;;BUTANTA;PINHEIROS;RUA   CARACAS;215;VILA NOVA CONCEICAO;5447130;;;;Ativa;62;PINHEIROS;6201;35170677;170677;;;;;;;18/10/1995;;;PAR;0;0;31/12/2010
BT;90069;EMEI;ALUISIO DE ALMEIDA;ALUISIO DE ALMEIDA;;BUTANTA;BUTANTA;RUA   JOSE XAVIER GUIMARAES;12;JARDIM LUCIA;5545080;37825295;;37829752;Ativa;65;RAPOSO TAVARES;6503;35084359;84359;161079109000000;;24/12/1980;17.101;24/12/1980;;;;JARDIM CLAUDIA;DIR;-23587511;-46765701;31/12/2010
BT;92827;EMEF;ALVARO SILVA BRAGA, GEN.;ALVARO SILVA BRAGA, GEN.;;BUTANTA;BUTANTA;PADRE PAULO CANELLES;611;VILA DALVA;5386070;37120676;37120676;37615812;Ativa;67;RIO PEQUENO;6702;35053181;53181;161079134000000;;12/02/1971;9.299;11/02/1971;;10/04/1981;;VILA DALVA;DIR;-23564056;-46764009;31/12/2010
BT;92690;EMEF;AMORIM LIMA, DES.;AMORIM LIMA, DES.;;BUTANTA;BUTANTA;RUA PROFESSOR VICENTE PEIXOTO;50;VILA GOMES;5587160;37261119;;37268049;Ativa;12;BUTANTA;1201;35053144;53144;161079101000000;;;;;;10/04/1981;;ESCOLAS AGRUPADAS DE VILA INDIANA;DIR;-23574132;-46728821;31/12/2010
BT;306132;ESC.PART.;ANCHIETA PE. E.E.I.;ANCHIETA PE. E.E.I.;;BUTANTA;BUTANTA;RUA   MIGUEL JURNO;81;JARDIM CELESTE;5527050;;;;Ativa;94;VILA SONIA;9402;35178469;178469;;;;;;;25/09/2001;;;PAR;-23597993;-46753768;31/12/2010
BT;307447;ESC.PART.;ANIMA;ANIMA;;BUTANTA;BUTANTA;OTACÍLIO TOMANIK;1569;VILA POLOPOLI;5363000;;;;Ativa;67;RIO PEQUENO;6705;35102222;102222;;ZERO A 5 A;28/12/2010;76;20/12/2010;;;;;PAR;-23566046;-46752272;31/12/2010
BT;306560;CR.P.CONV;ANIMA, CEI;ANIMA, CEI;;BUTANTA;BUTANTA;AVENIDA   OTACILIO TOMANIK;1569;VILA POLOPOLI;5363101;37632159;;;Ativa;67;RIO PEQUENO;6705;35102222;102222;;4M A 1A E 11M;;;;31/12/2003;;;;CON;-23566033;-46752292;31/12/2010
BT;90034;EMEI;ANTONIO BENTO;ANTONIO BENTO;;BUTANTA;BUTANTA;JOAO BATISTA DE SOUSA FILHO;405;CAXINGUI;5515040;37217397;;37215602;Ativa;12;BUTANTA;1203;35051603;51603;161079100000000;;;;;;18/09/1985;;CAXINGUI;DIR;-23579371;-46715700;31/12/2010
BT;90450;EMEI;ANTONIO BRANCO LEFEVRE, PROF.;ANTONIO BRANCO LEFEVRE, PROF.;;BUTANTA;PINHEIROS;DOUTOR OVÍDIO PIRES DE CAMPOS;342;CERQUEIRA CÉSAR;5403010;30632986;30633543;;Ativa;45;JARDIM PAULISTA;4501;35051706;51706;161079168000000;;;;;;30/07/1985;;HOSPITAL DAS CLINICAS - PI 23;DIR;-23557055;-46670438;31/12/2010
BT;213;EMEI;ANTONIO CARLOS PACHECO E SILVA, PROF.;ANTONIO CARLOS PACHECO E SILVA, PROF.;;BUTANTA;BUTANTA;JOÃO CAIAFFA;90;JARDIM TABOÃO;5742100;58425113;;58448902;Ativa;94;VILA SONIA;9404;35098504;98504;161079153000000;;07/06/1988;26.117;07/06/1988;;13/03/2001;;;DIR;-23611449;-46749944;31/12/2010
BT;400010;CEI DIRET;ANTONIO JOAO ABDALLA, DR.;ANTONIO JOAO ABDALLA, DR.;;BUTANTA;BUTANTA;ÂNGELO APARECIDO DOS SANTOS DIAS;257;JARDIM SÃO JORGE;5568090;37820844;37846848;37820844;Ativa;65;RAPOSO TAVARES;6503;35238557;238557;161079111000000;ZERO A 6A E 11M;01/05/2003;36.710;30/01/1997;;13/08/2008;;;DIR;-23591268;-46783198;31/12/2010
BT;307378;ESC.PART.;APICE;APICE;;BUTANTA;BUTANTA;JOSÉ JANNARELLI;348;VILA PROGREDIOR;5615000;;;;Ativa;54;MORUMBI;5401;35178457;178457;;ZERO A 5A;17/09/2010;52;15/09/2010;;17/09/2010;;;PAR;-23578249;-46682645;31/12/2010
BT;307177;ESC.PART.;APOIO,  ESCOLA;APOIO,  ESCOLA;;BUTANTA;BUTANTA;MARECHAL JUAREZ TÁVORA;106;SUPER QUADRA MORUMBI;5750000;;;;Ativa;94;VILA SONIA;9404;35170999;170999;;4 M A 5 A;03/12/2009;97;26/11/2009;;03/12/2009;;;PAR;-23606170;-46738665;31/12/2010
BT;306874;ESC.PART.;ARCA DA ALIANCA;ARCA DA ALIANCA;;BUTANTA;BUTANTA;GENERAL ELDES DE SOUZA GUEDES;55;JARDIM COLOMBO;5628050;;;;Ativa;94;VILA SONIA;9403;35807266;807266;;4M A 6A;13/12/2007;61;10/12/2007;;13/12/2007;;;PAR;-23600390;-46730069;31/12/2010
BT;306188;CR.P.CONV;ARQUINHA;ARQUINHA;;BUTANTA;BUTANTA;RUA   ERNEST RENAN;391;PARAISOPOLIS;5659020;37712931;37915078;37712931;Ativa;54;MORUMBI;5403;35172054;172054;;2A A 3A E 11M;;;;20/07/2002;;;;CON;-23609889;-46723637;31/12/2010
BT;304701;ESC.PART.;ARTE CRIANCA E.E.I;ARTE CRIANCA E.E.I;;BUTANTA;PINHEIROS;RUA DOUTOR  MARIO FERRAZ;68/70;JARDIM EUROPA;1453010;;;;Ativa;62;PINHEIROS;6201;35138548;138548;;;;;;;18/10/1995;;;PAR;-23581036;-46687528;31/12/2010
BT;92720;EMEF;ARTHUR WHITAKER, DES.;ARTHUR WHITAKER, DES.;;BUTANTA;BUTANTA;RUA ANDRE SARAIVA;860;VILA SONIA;5626000;37425772;;37715582;Ativa;94;VILA SONIA;9403;35053156;53156;161079157000000;;20/03/1957;3.504;20/03/1957;;01/09/1982;;VILA SONIA II;DIR;-23596159;-46735469;31/12/2010
BT;501383;MOVA;ASSOCIACAO METODISTA LIVRE AGENTE - UNID I;ASSOCIACAO METODISTA LIVRE AGENTE - UNID I;;BUTANTA;BUTANTA;GRANDE ARROZAL;36;VILA BUTANTÃ;5360180;;;;Ativa;67;RIO PEQUENO;6705;;;;;12/03/2010;2009.0.233;12/03/2010;12/03/2010;;;;CON;-23562478;-46744643;31/12/2010
BT;500930;MOVA;ASSOCIACAO PELA FAMILIA I;ASSOCIACAO PELA FAMILIA I;;BUTANTA;BUTANTA;RUA   CARLANTONIO CARLONE;102;JARDIM JAQUELINE;5529000;37515447;;;Ativa;94;VILA SONIA;9401;;;;;;;;07/04/2006;;;;CON;-23592423;-46752766;31/12/2010
BT;500931;MOVA;ASSOCIACAO PELA FAMILIA II;ASSOCIACAO PELA FAMILIA II;;BUTANTA;BUTANTA;RUA   ALESSANDRO BIBIENA;389;JARDIM JAQUELINE;5529020;37515447;;;Ativa;94;VILA SONIA;9403;;;;;;;;07/04/2006;;;;CON;-23591894;-46752719;31/12/2010
BT;307249;ESC.PART.;BEACON SCHOOL;BEACON SCHOOL;;BUTANTA;PINHEIROS;BERLIOZ;245;ALTO DE PINHEIROS;5467000;;;;Ativa;2;ALTO DE PINHEIROS;201;35442297;442297;;18 M A 5 A;27/04/2010;18;22/04/2010;;27/04/2010;;;PAR;-23544894;-46715582;31/12/2010
BT;14591;EMEI;BENEDICTO CASTRUCCI, PROF.;BENEDICTO CASTRUCCI, PROF.;;BUTANTA;BUTANTA;RUA   CACHOEIRA PORAQUE;SN;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37820084;37814833;;Ativa;65;RAPOSO TAVARES;6501;35200074;200074;161079112000000;;02/03/1994;34.005;02/03/1994;;13/03/2001;;CONJ. HABITACIONAL RAPOSO TAVARES;DIR;-23585947;-46800138;31/12/2010
BT;400018;CEI DIRET;BENEDICTO ROCHA, VER.;BENEDICTO ROCHA, VER.;;BUTANTA;BUTANTA;RUA   DENIS CHAUDET;150;JARDIM DRACENA;5528220;37510258;;;Ativa;94;VILA SONIA;9401;35238485;238485;161079155000000;ZERO A 6A E 11M;18/06/1987;24.018;18/06/1987;;22/05/2007;;JARDIM JACQUELINE;DIR;-23592636;-46757390;31/12/2010
BT;305963;ESC.PART.;BOLA DE NEVE JARDIM DE INFANCIA;BOLA DE NEVE JARDIM DE INFANCIA;;BUTANTA;PINHEIROS;RUA   IBSEN DA COSTA MANSO;141;JARDIM AMERICA;1440010;;;;Ativa;62;PINHEIROS;6202;35104127;104127;;;;;;;18/10/1995;;;PAR;-23570483;-46678957;31/12/2010
BT;306381;CR.P.CONV;BOLHA DE SABAO;BOLHA DE SABAO;;BUTANTA;PINHEIROS;NOVA YORK;141;BROOKLIN PAULISTA;4560000;55617009;;;Ativa;35;ITAIM BIBI;3503;35180348;180348;;ZERO A 3A E 11M;;;;20/07/2002;;;;CON;-23616202;-46685726;31/12/2010
BT;92819;EMEF;BRASIL-JAPAO;BRASIL-JAPAO;;BUTANTA;BUTANTA;RUA DOUTOR PAULO CARVALHO FERREIRA;94;JARDIM SARAH;5382040;37636985;;37682097;Ativa;67;RIO PEQUENO;6703;35053132;53132;161079137000000;;23/01/1967;6.855;23/01/1967;;10/04/1981;;ESCOLAS AGRUPADAS DO RIO PEQUENO;DIR;-23573464;-46761340;31/12/2010
BT;307373;ESC.PART.;BRIGHT KIDS;BRIGHT KIDS;;BUTANTA;PINHEIROS;CAMPINAS;1200;JARDIM PAULISTA;1404000;;;;Ativa;45;JARDIM PAULISTA;4503;35445113;445113;;1A A 5A;11/09/2010;50;09/09/2010;;11/09/2010;;;PAR;-23570614;-46657791;31/12/2010
BT;19262;CEU EMEF;BUTANTA;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO  HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5588001;;;37324526;Ativa;67;RIO PEQUENO;6704;35056996;56996;161079500000200;;07/02/2003;42.832;06/02/2003;;08/05/2007;;;DIR;-23582626;-46749834;31/12/2010
BT;19281;CEU EMEI;BUTANTA;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO  HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5588001;37324528;37324529;37324531;Ativa;67;RIO PEQUENO;6704;35057022;57022;161079500000300;;07/02/2003;42.832;06/02/2003;;08/05/2007;;;DIR;-23582626;-46749834;31/12/2010
BT;400514;CEU CEI;BUTANTA;BUTANTA;BUTANTA;BUTANTA;BUTANTA;AVENIDA ENGENHEIRO  HEITOR ANTONIO EIRAS GARCIA;1870;JARDIM ESMERALDA;5564000;37324512;;;Ativa;67;RIO PEQUENO;6704;35057034;57034;161079500000100;ZERO A 6A 11M;07/02/2003;42.832;06/02/2003;;22/05/2007;;;DIR;-23582626;-46749834;31/12/2010
BT;18244;EMEI;CAMILLO ASHCAR, PROF.;CAMILLO ASHCAR, PROF.;;BUTANTA;BUTANTA;RUA   JOSE PORFIRIO DE SOUZA;495;JARDIM RAPOSO TAVARES;5563090;37824835;;37824835;Ativa;65;RAPOSO TAVARES;6504;35207913;207913;161079115000000;;29/10/1996;36.494;29/10/1996;;13/03/2005;;CONJ. HABITACIONAL JARDIM EDUCANDARIO;DIR;-23601554;-46782415;31/12/2010
BT;301833;ESC.PART.;CANTINHO COLORIDO E.E.I.;CANTINHO COLORIDO E.E.I.;;BUTANTA;BUTANTA;AVENIDA NOSSA SENHORA DA ASSUNCAO;987;VILA BUTANTA;5359001;;;;Ativa;12;BUTANTA;1204;35151610;151610;;;;;;;20/03/1996;;;PAR;0;0;31/12/2010
BT;306190;CR.P.CONV;CANTINHO FELIZ DO JARDIM JOAO XXIII CRECHE;CANTINHO FELIZ DO JARDIM JOAO XXIII CRECHE;;BUTANTA;BUTANTA;RUA   FERNANDO TROMBE RODRIGUES;14A;JARDIM PAULO VI;5570010;37826813;;;Ativa;65;RAPOSO TAVARES;6505;35180671;180671;;2 A 3A 11M;;;;17/07/2002;;;;CON;-23603344;-46792841;31/12/2010
BT;306523;CR.P.CONV;CANTINHO FELIZ DO JARDIM PAULO VI;CANTINHO FELIZ DO JARDIM PAULO VI;;BUTANTA;BUTANTA;RUA   FERNANDO TROMBE RODRIGUES;85;JARDIM PAULO VI;5570010;37814847;;;Ativa;65;RAPOSO TAVARES;6505;35128168;128168;;4A A 6A E 11M;;;;17/07/2002;;;;CON;-23603804;-46792916;31/12/2010
BT;307416;ESC.PART.;CARACOL DOURADO;CARACOL DOURADO;;BUTANTA;BUTANTA;PASCOAL ZULLINO;38;JARDIM ROSA MARIA;5547100;;;;Ativa;65;RAPOSO TAVARES;6506;35814076;814076;;2 A A 5 A;24/11/2010;70;19/11/2010;;24/11/2010;;;PAR;-23590181;-46769732;31/12/2010
BT;90115;EMEI;CAROLINA MARIA DE JESUS;CAROLINA MARIA DE JESUS;;BUTANTA;BUTANTA;RUA   DOMINGOS DE ABREU;458;VILA DALVA;5387070;37120775;;37611397;Ativa;67;RIO PEQUENO;6702;35092782;92782;161079133000000;;04/07/1985;21.065;04/07/1985;;13/03/2001;;JARDIM ADALGIZA;DIR;-23564409;-46763981;31/12/2010
BT;90077;EMEI;CAROLINA RIBEIRO, PROFA.;CAROLINA RIBEIRO, PROFA.;;BUTANTA;BUTANTA;MAJOR WALTER CARLSON;879;JARDIM SÃO JORGE (RAPOSO TAVARES);5567050;37821248;;37829748;Ativa;65;RAPOSO TAVARES;6503;35087580;87580;161079118000000;;14/12/1981;17.727;14/12/1981;;;;JARDIM ARPOARDOR;DIR;-23594649;-46787556;31/12/2010
BT;306191;CR.P.CONV;CASA DA PEQUENA IVETE;CASA DA PEQUENA IVETE;;BUTANTA;PINHEIROS;RUA   INHATIUM;152;ALTO DE PINHEIROS;5468160;30223059;;;Ativa;2;ALTO DE PINHEIROS;201;35180610;180610;;1A A 3A E 11M;;;;20/07/2002;;;;CON;-23537791;-46713656;31/12/2010
BT;306121;ESC.PART.;CASA DA VOVO;CASA DA VOVO;;BUTANTA;PINHEIROS;RUA   JOAQUIM ANTUNES;71;PINHEIROS;5415010;;;;Ativa;62;PINHEIROS;6202;35163867;163867;;;;;;;17/07/2001;;;PAR;-23567287;-46678914;31/12/2010
BT;307255;ESC.PART.;CEIB;CEIB;;BUTANTA;BUTANTA;DOUTOR ANTÔNIO ROBERTO NETO;269;JARDIM ESMERALDA;5366160;;;;Ativa;67;RIO PEQUENO;6704;35814210;814210;;2 A 5 A;28/04/2010;13;16/04/2010;;;;;PAR;-23579851;-46754156;31/12/2010
BT;501075;MOVA;CENTRO COMUNITARIO RAPOSO TAVARES;CENTRO COMUNITARIO RAPOSO TAVARES;;BUTANTA;BUTANTA;RUA   CACHOEIRA VIDA NOVA;80;CONJUNTO PROMORAR RAPOSO TAVARES;5574460;37830663;;;Ativa;65;RAPOSO TAVARES;6501;;;;;;;;24/11/2006;;;;CON;-23585872;-46801066;31/12/2010
BT;500933;MOVA;CENTRO DE EDUCACAO E ORGANIZACAO POPULAR UNID II BT;CENTRO DE EDUCACAO E ORGANIZACAO POPULAR UNID II BT;;BUTANTA;BUTANTA;RUA   AQUIANES;13;VILA BUTANTA;5360120;37610029;;;Ativa;67;RIO PEQUENO;6702;;;;;;;;30/10/2006;;;CENTRO DE EDUCACAO E ORGANIZACAO POPULAR UNID;CON;-23561998;-46742934;31/12/2010
BT;200158;CIEJA;CENTRO INT ED JOVENS E ADULTOS - BUTANTA;CENTRO INT ED JOVENS E ADULTOS - BUTANTA;;BUTANTA;BUTANTA;RUA   ANTONIO MARIANI;425;INSTITUTO DE PREVIDENCIA;5530000;37220656;37225331;37220656;Ativa;12;BUTANTA;1202;35260228;260228;161079102000000;;01/06/1999;38.016;01/06/1999;;;;CEMES - CENTRO MUN.DE ENS.SUPLETIVO -DREM 12;DIR;-23575764;-46717454;31/12/2010
BT;500829;MOVA;CENTRO SOCIAL SANTO DIAS UNID I BT;CENTRO SOCIAL SANTO DIAS UNID I BT;;BUTANTA;BUTANTA;AVENIDA  DO RIO PEQUENO;781;RIO PEQUENO;5379000;37665166;;;Ativa;67;RIO PEQUENO;6705;;;;;;;;17/10/2006;;;;CON;-23566253;-46747490;31/12/2010
BT;501234;MOVA;CENTRO SOCIAL SANTO DIAS UNID VI BT;CENTRO SOCIAL SANTO DIAS UNID VI BT;;BUTANTA;BUTANTA;RUA   ANDRE DIAS;83;JARDIM BOA VISTA;5584030;;;;Ativa;65;RAPOSO TAVARES;6502;;;;;;;;17/10/2006;;;;CON;-23581004;-46790610;31/12/2010
BT;19551;CEU EMEF;CESAR ARRUDA CASTANHO, DEP.;CESAR ARRUDA CASTANHO, DEP.;UIRAPURU;BUTANTA;BUTANTA;NAZIR MIGUEL;849;JARDIM PAULO VI;5570030;37830669;;;Ativa;65;RAPOSO TAVARES;6505;35246360;246360;161079510000200;;17/12/1999;38.818;16/12/1999;;13/03/2001;;JARDIM CAMBARA;DIR;-23599630;-46788074;31/12/2010
BT;400274;CEI DIRET;CIDADE DE GENEBRA;CIDADE DE GENEBRA;;BUTANTA;BUTANTA;CACHOEIRA PORAQUÊ;100;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37811290;;;Ativa;65;RAPOSO TAVARES;6501;35279262;279262;161079114000000;ZERO A 6A E 11M;30/12/2001;41.431;29/11/2001;;22/05/2007;;CONJ. HABITACIONAL RAPOSO TAVARES I;DIR;-23585058;-46804066;31/12/2010
BT;307197;ESC.PART.;CIRANDA DO SABER;CIRANDA DO SABER;;BUTANTA;PINHEIROS;PADRE PEREIRA DE ANDRADE;591;BOAÇAVA;5469000;;;;Ativa;2;ALTO DE PINHEIROS;201;35294974;294974;;4 M A 5 A;24/12/2009;112;17/12/2009;;24/12/2009;;;PAR;-23542038;-46719012;31/12/2010
BT;99023;EMEI;CLYCIE MENDES CARNEIRO;CLYCIE MENDES CARNEIRO;;BUTANTA;BUTANTA;RUA JOAQUINA DA LAPA;210;JARDIM ESTER YOLANDA;5374070;37828891;;37814142;Ativa;67;RIO PEQUENO;6703;35095710;95710;161079136000000;;04/11/1987;24.873;04/11/1987;;13/03/2001;;JARDIM ESTHER YOLANDA;DIR;-23579034;-46760297;31/12/2010
BT;306727;CR.P.CONV;COEPE I;COEPE I;;BUTANTA;PINHEIROS;RUA   RIBEIRO DO VALE;120;BROOKLIN PAULISTA;4568000;55337922;;;Ativa;35;ITAIM BIBI;3503;35180359;180359;;1A A 5A E 11M;;;;10/04/2005;;;;CON;-23613358;-46688654;31/12/2010
BT;400414;CEI INDIR;COHAB EDUCANDARIO;COHAB EDUCANDARIO;;BUTANTA;BUTANTA;RUA   JOSE PORFIRIO DE SOUZA;SN;JARDIM RAPOSO TAVARES;5563090;37840344;;;Ativa;65;RAPOSO TAVARES;6504;35184573;184573;;ZERO A 6A 11M;20/07/2002;2002.0.118;01/07/2002;20/07/2002;;;;CON;-23602234;-46779470;31/12/2010
BT;400034;CEI DIRET;COHAB RAPOSO TAVARES;COHAB RAPOSO TAVARES;;BUTANTA;BUTANTA;CACHOEIRA PORAQUÊ;560;CONJUNTO PROMORAR RAPOSO TAVARES;5574450;37814606;;;Ativa;65;RAPOSO TAVARES;6501;35238491;238491;161079117000000;ZERO A 6A E 11M;08/04/1992;31.411;08/04/1992;;22/05/2007;;;DIR;-23585991;-46799922;31/12/2010
BT;306666;ESC.PART.;CRESCENTE, ESCOLA;CRESCENTE, ESCOLA;;BUTANTA;BUTANTA;RUA   HUGO CAROTINI;269;INSTITUTO DE PREVIDENCIA;5532020;37268694;;;Ativa;12;BUTANTA;1204;35178512;178512;;18M A 6A;;;;;17/09/2005;;;PAR;-23577410;-46722955;31/12/2010
BT;300594;ESC.PART.;CRIANCA ATIVA ESCOLA;CRIANCA ATIVA ESCOLA;;BUTANTA;PINHEIROS;RUA   SEBASTIAO RODRIGUES;290;VILA MADALENA;5451060;;;;Ativa;62;PINHEIROS;6201;35156450;156450;;;;;;;30/05/1996;;;PAR;-23544053;-46702169;31/12/2010
BT;301957;ESC.PART.;CRIARTE - BERCARIO E PRE-ECOLA;CRIARTE - BERCARIO E PRE-ECOLA;;BUTANTA;PINHEIROS;RUA PROFESSOR  VAHIA DE ABREU;696;VILA OLIMPIA;4549003;;;;Ativa;62;PINHEIROS;6201;35156401;156401;;;;;;;01/10/1996;;;PAR;0;0;31/12/2010
BT;307372;ESC.PART.;CRYSTAL;CRYSTAL;;BUTANTA;BUTANTA;MARECHAL OLÍMPIO MOURÃO FILHO;253;VILA SÃO FRANCISCO;5352080;;;;Ativa;67;RIO PEQUENO;6701;35445204;445204;;3M A5A;11/09/2010;48;09/09/2010;;11/09/2010;;;PAR;-23556136;-46758736;31/12/2010
BT;19249;EMEF;DAISY AMADIO FUJIWARA, PROFA.;DAISY AMADIO FUJIWARA, PROFA.;;BUTANTA;BUTANTA;RUA   AMARALINA;141;JARDIM ARPOADOR;5565090;37820687;37820977;;Ativa;65;RAPOSO TAVARES;6503;35281438;281438;161079132000000;;01/07/2003;43.395;30/06/2003;;13/08/2008;;JARDIM JOAO XXIII;DIR;-23595747;-46786963;31/12/2010
BT;90042;EMEI;DALMO DO VALLE NOGUEIRA, DES.;DALMO DO VALLE NOGUEIRA, DES.;;BUTANTA;BUTANTA;RUA   ABRAO CALIL REZEK;45;VILA SONIA;5625050;37425646;;37715208;Ativa;94;VILA SONIA;9403;35087609;87609;161079156000000;;14/12/1981;17.727;14/12/1981;;;;VILA SONIA;DIR;-23597506;-46734329;31/12/2010
BT;303640;ESC.PART.;DAS ACACIAS, ESCOLINHA;DAS ACACIAS, ESCOLINHA;;BUTANTA;PINHEIROS;RUA   PASSAROS E FLORES;199;JARDIM DAS ACACIAS;4704000;;;;Ativa;35;ITAIM BIBI;3501;35105909;105909;;;;;;;18/10/1995;;;PAR;0;0;31/12/2010
BT;92711;EMEF;DEODORO DA FONSECA, MAL.;DEODORO DA FONSECA, MAL.;;BUTANTA;BUTANTA;PRACA   IMPRENSA PAULISTA;30;CAXINGUI;5517020;37213843;37224371;37224371;Ativa;12;BUTANTA;1203;35053235;53235;161079104000000;;16/11/1956;3.341;16/11/1956;;10/04/1981;;3,4,E 5 ESCOLAS MISTAS DO CAXINGUI;DIR;-23582565;-46723981;31/12/2010
BT;303682;ESC.PART.;DIKO PATAKA E.E.I.;DIKO PATAKA E.E.I.;;BUTANTA;PINHEIROS;RUA   INDIANA;276;BROOKLIN PAULISTA;4562000;;;;Ativa;35;ITAIM BIBI;3501;35126147;126147;;4 M A 5 A;;;;;18/10/1995;;;PAR;-23613169;-46681359;31/12/2010
BT;306192;CEI INDIR;DOM BOSCO;DOM BOSCO;;BUTANTA;BUTANTA;RUI AMARAL LEMOS;553;VILA DALVA;5388070;37122619;;;Ativa;67;RIO PEQUENO;6702;35180592;180592;;2A A 3A E 11M;;;;20/07/2002;;;;CON;-23567651;-46765825;31/12/2010
BT;306076;ESC.PART.;DOMINO PRE-ESCOLA;DOMINO PRE-ESCOLA;;BUTANTA;BUTANTA;RUA ENGENHEIRO  ELIAS MACHADO DE ALMEIDA;251;CAXINGUI;5517070;;;;Ativa;12;BUTANTA;1204;35163703;163703;;;;;;;20/12/2000;;;PAR;0;0;31/12/2010
BT;306196;CR.P.CONV;DONA ANA ROSA, INST;DONA ANA ROSA, INST;;BUTANTA;BUTANTA;RUA   CANIO RIZZO;100;JARDIM TRUSSARDI;5519090;37461708;;37461701;Ativa;94;VILA SONIA;9403;35180853;180853;;ZERO A 6A E 11M;;;;20/07/2002;;;;CON;-23588917;-46730979;31/12/2010
